Cust_No,Target,Birth_Place,Gender,Age,Ast_Curr_Bal,Std_Cred_Limit,Loan_Curr_Bal,ZX_Max_Account_Number,ZX_Max_Link_Banks,ZX_Max_Overdue_Account,ZX_Link_Max_Overdue_Amount,ZX_Total_Overdu_Months,ZX_Max_Overdue_Duration,ZX_Max_Credits,ZX_Max_Credit_Banks,ZX_Max_Overdue_Credits,ZX_Credit_Max_Overdu_Amount,ZX_Credit_Total_Overdue_Months,ZX_Credit_Max_Overdue_Duration
309,0,330621,1,34,323.19,24000,0,4,3,2,564,2,1,0,0,0,0,0,0
310,0,330621,1,58,10352.74,8000,0,1,1,0,0,0,0,0,0,0,0,0,0
311,0,330602,0,35,1.91,20000,0,5,2,1,19,1,1,0,0,0,0,0,0
312,0,330621,1,29,0,10000,0,2,2,0,0,0,0,1,1,0,0,0,0
313,0,330621,1,25,53.05,10000,5494.92,13,8,3,0,3,1,5,4,0,0,0,0
314,0,330621,0,23,1303.34,8000,5494.92,3,2,0,0,0,0,1,1,0,0,0,0
315,0,412725,0,32,102.37,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
316,0,330621,0,31,22.95,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
317,0,330602,1,35,20.27,8000,600000,11,7,8,31649,150,7,2,1,1,209613,63,7
318,0,330621,1,31,1722036.49,15000,0,0,0,0,0,0,0,0,0,0,0,0,0
319,0,330621,1,56,1029.89,20000,960000,12,6,2,20444,8,1,8,3,0,0,0,0
320,0,330681,1,29,8.42,20000,0,2,1,0,0,0,0,0,0,0,0,0,0
321,0,330621,1,30,1.11,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
322,0,330621,0,35,103.89,8000,0,6,3,2,12415,35,6,0,0,0,0,0,0
323,0,330621,1,25,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
324,0,330602,0,31,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
325,0,330621,1,39,67028.79,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
326,0,330621,1,28,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
327,0,330602,1,28,712.08,10000,0,6,4,1,0,1,1,0,0,0,0,0,0
328,0,330621,1,56,7075.98,10000,180000,7,6,2,802,4,2,1,1,1,1243,2,1
329,0,330602,0,38,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
330,0,330602,1,26,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
331,0,330621,1,35,42107.97,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
332,0,330621,1,29,8.8,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
333,0,342201,1,31,659.13,1000,0,0,0,0,0,0,0,1,1,0,0,0,0
334,0,330621,0,44,8157.79,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
335,0,330621,1,27,0,8000,0,2,2,0,0,0,0,0,0,0,0,0,0
336,0,330621,1,30,0.01,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
337,0,330621,1,35,1426.37,20000,0,6,5,2,1664,5,1,3,3,1,0,1,1
338,0,330621,1,26,11.07,8000,0,4,2,1,0,2,1,0,0,0,0,0,0
339,0,330621,0,24,97.13,7000,0,0,0,0,0,0,0,0,0,0,0,0,0
340,0,330621,1,23,0,3000,0,0,0,0,0,0,0,1,1,0,0,0,0
341,0,330621,0,23,1854.49,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
342,0,330621,1,30,421.86,10000,0,8,6,2,0,2,1,0,0,0,0,0,0
343,0,330621,0,26,0.14,8000,0,6,5,0,0,0,0,0,0,0,0,0,0
344,0,330621,1,37,11.22,5000,0,20,10,10,110827,12,6,10,6,12,471768,18,7
345,0,330621,1,24,0.32,5000,0,2,1,0,0,0,0,0,0,0,0,0,0
346,0,330621,1,47,445.81,20000,0,15,9,1,0,1,1,2,2,0,0,0,0
347,0,330621,1,36,9588.04,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
348,0,330621,0,41,259.31,8000,0,5,4,1,1289,5,2,1,1,0,0,0,0
349,0,330621,1,33,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
350,0,330602,0,29,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
351,0,330621,1,37,10.17,20000,0,2,2,0,0,0,0,0,0,0,0,0,0
352,0,330621,0,27,66.19,10000,0,11,7,4,2586,7,1,1,1,0,0,0,0
353,0,330621,0,29,27053.63,13000,0,2,2,0,0,0,0,0,0,0,0,0,0
354,0,330621,0,27,0,20000,0,13,9,4,5648,9,1,8,6,0,0,0,0
355,1,330621,1,47,1.52,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
356,0,412702,1,34,514.05,10000,0,3,2,0,0,0,0,0,0,0,0,0,0
357,0,330621,1,26,0,5000,0,1,1,0,0,0,0,0,0,0,0,0,0
358,0,330402,0,35,0,10000,0,12,8,5,3660,25,2,1,1,0,0,0,0
359,0,330621,1,34,1659.29,20000,0,16,10,0,0,0,0,1,1,0,0,0,0
360,0,330621,1,28,0.18,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
361,0,330621,0,53,2414.12,20000,0,9,4,2,2652,2,1,0,0,0,0,0,0
362,0,332523,1,40,5057.24,8000,0,4,4,0,0,0,0,2,2,0,0,0,0
363,0,330602,1,29,436.78,20000,500000,8,4,1,148,4,1,1,1,0,0,0,0
364,0,330621,0,42,133.71,3000,0,0,0,0,0,0,0,0,0,0,0,0,0
365,1,330621,0,29,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
366,0,330621,0,25,490.2,5000,0,1,1,1,0,1,1,0,0,0,0,0,0
367,0,330621,1,26,8.84,20000,0,2,2,0,0,0,0,2,2,0,0,0,0
368,0,330621,1,50,358.95,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
369,0,362326,0,34,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
370,0,341102,0,36,4301.39,20000,338333.21,0,0,0,0,0,0,0,0,0,0,0,0
371,1,330621,1,28,0.04,20000,0,13,8,3,0,3,1,1,1,0,0,0,0
372,0,330621,0,45,0,10000,0,1,1,1,1089,2,1,1,1,0,0,0,0
373,1,330602,0,33,62.23,20000,0,3,3,4,9445,32,4,0,0,0,0,0,0
374,0,330621,1,34,0,5000,0,1,1,1,0,2,2,0,0,0,0,0,0
375,0,330621,1,28,95.05,5000,130000,3,3,0,0,0,0,1,1,0,0,0,0
376,0,330621,1,27,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
377,0,330602,0,25,0,10000,0,4,2,0,0,0,0,0,0,0,0,0,0
378,0,330621,1,28,405.48,8000,0,4,4,0,0,0,0,0,0,0,0,0,0
379,0,330621,0,41,49353.83,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
380,0,330683,1,33,2.58,8000,0,1,1,0,0,0,0,0,0,0,0,0,0
381,0,330621,1,30,1.87,8000,0,7,6,0,0,0,0,0,0,0,0,0,0
382,0,330621,1,36,214.39,20000,0,1,1,1,2809,16,1,2,2,0,0,0,0
383,0,330621,1,34,2.68,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
384,0,330621,1,32,0.56,5000,0,6,5,1,328,7,3,1,1,0,0,0,0
385,0,330621,1,42,4.02,10000,0,1,1,0,0,0,0,0,0,0,0,0,0
386,0,330621,1,45,105.22,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
387,0,330621,0,46,89.64,20000,0,6,4,3,2783,10,1,2,2,0,0,0,0
388,0,330726,1,47,4008.25,20000,4250000,18,9,3,968,20,1,3,3,2,19328,10,1
389,0,330621,1,26,87.41,10000,14768.96,6,4,0,0,0,0,8,4,1,2276,1,1
390,0,330621,0,22,8.15,3000,0,0,0,0,0,0,0,0,0,0,0,0,0
391,0,330621,1,52,11855.16,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
392,0,330621,1,27,13701.28,35000,0,0,0,0,0,0,0,0,0,0,0,0,0
393,0,330621,1,53,972.52,30000,0,7,4,1,0,1,1,0,0,0,0,0,0
394,0,330621,0,28,4.38,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
395,0,330602,0,29,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
396,0,330621,0,29,93455.03,6000,0,0,0,0,0,0,0,0,0,0,0,0,0
397,0,330621,1,28,0,20000,0,4,4,0,0,0,0,1,1,0,0,0,0
398,0,330621,0,23,0.97,10000,265660.59,9,7,1,1033,2,1,4,4,0,0,0,0
399,0,330621,0,36,37.61,100,0,0,0,0,0,0,0,0,0,0,0,0,0
400,0,330621,1,38,4098.5,10000,0,4,3,2,200,7,1,1,1,1,2470,1,1
401,0,330621,1,27,1062.93,8000,0,4,2,1,0,1,1,0,0,0,0,0,0
402,0,339005,0,29,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
403,0,330621,0,22,22649.2,15000,0,0,0,0,0,0,0,1,1,0,0,0,0
404,0,330621,1,25,3.01,5000,0,9,5,5,756,13,1,4,3,0,0,0,0
405,0,330621,0,24,0,8000,0,3,2,0,0,0,0,0,0,0,0,0,0
406,0,330621,0,43,156.66,20000,0,2,2,1,80,1,1,1,1,0,0,0,0
407,0,330621,1,47,1115.21,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
408,0,330621,1,45,429.12,15000,300000,5,4,1,310,2,1,1,1,0,0,0,0
409,0,330621,0,33,275.68,15000,72848.82,19,12,2,508,4,1,8,6,1,0,1,1
410,0,330621,0,41,185.94,10000,0,4,2,0,0,0,0,1,1,0,0,0,0
411,0,321002,1,55,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0
412,0,330621,1,50,906.74,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
413,0,330621,0,30,89.14,5000,0,3,3,2,89,7,3,0,0,0,0,0,0
414,0,330682,1,39,4190.28,10000,100000,3,2,0,0,0,0,3,3,0,0,0,0
415,0,330602,1,54,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
416,0,330621,1,30,15.65,10000,319000,0,0,0,0,0,0,0,0,0,0,0,0
417,1,330621,1,39,104.39,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
418,0,330621,1,54,3679.5,20000,0,4,3,0,0,0,0,5,2,0,0,0,0
419,0,330621,0,30,19080.75,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
420,0,330621,0,26,312.61,15000,0,3,2,0,0,0,0,1,1,0,0,0,0
421,0,330621,0,28,0,15000,0,6,5,2,0,3,1,1,1,0,0,0,0
422,0,330621,1,41,88.93,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
423,0,330621,1,40,77.4,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
424,0,431222,0,33,385.5,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
425,0,330621,1,39,16263.98,100,0,0,0,0,0,0,0,0,0,0,0,0,0
426,0,330621,1,49,186.57,10000,550000,3,3,0,0,0,0,1,1,0,0,0,0
427,0,330621,0,36,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
428,0,330621,0,46,1661470.52,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
429,0,339005,1,23,160140.6,5000,0,0,0,0,0,0,0,14,2,0,0,0,0
430,0,330621,0,23,0,15000,0,3,2,1,0,3,1,0,0,0,0,0,0
431,0,330602,1,35,452.31,100000,13600000,18,10,6,3232,20,2,4,3,0,0,0,0
432,0,330621,0,24,21.52,20000,13429.93,11,8,0,0,0,0,8,6,0,0,0,0
433,0,330621,0,25,0.1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
434,0,422202,0,28,354.23,10000,100000,3,2,1,0,6,1,1,1,0,0,0,0
435,0,429004,0,34,0,15000,729654.86,0,0,0,0,0,0,0,0,0,0,0,0
436,0,330623,1,36,14.76,15000,0,2,2,2,394,9,2,1,1,0,0,0,0
437,0,330621,1,33,120.88,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
438,0,330621,1,30,1453.18,40000,0,2,2,0,0,0,0,0,0,0,0,0,0
439,0,330624,0,35,476.72,20000,2051482.18,19,10,3,3251,44,1,16,6,0,0,0,0
440,0,330621,1,44,211.69,5000,45000,9,7,0,0,0,0,2,2,0,0,0,0
441,0,330621,0,20,0,3000,0,2,1,0,0,0,0,0,0,0,0,0,0
442,0,330621,1,30,3.8,5000,0,2,2,1,15,3,3,1,1,0,0,0,0
443,0,330602,0,40,28.5,10000,0,1,1,0,0,0,0,0,0,0,0,0,0
444,0,330621,1,49,991.22,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
445,0,330621,0,35,0.15,20000,0,8,5,1,749,1,1,0,0,0,0,0,0
446,0,330621,1,43,101.65,10000,0,2,2,0,0,0,0,0,0,0,0,0,0
447,1,330621,1,45,116.16,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
448,0,330602,1,49,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
449,0,330681,1,28,311.07,10000,0,4,3,1,507,6,2,3,2,0,0,0,0
450,0,330621,0,46,54.78,10000,0,2,2,2,1261,14,3,2,2,1,1004929,4,3
451,0,330621,0,29,0,15000,0,4,3,1,0,3,1,0,0,0,0,0,0
452,0,330602,0,45,0,20000,0,3,2,0,0,0,0,0,0,0,0,0,0
453,0,330621,0,26,0,5000,0,1,1,0,0,0,0,2,1,0,0,0,0
454,0,330621,0,46,11437.8,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
455,0,331021,1,35,4009.86,10000,0,5,3,0,0,0,0,1,1,0,0,0,0
456,0,330621,1,30,7.11,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
457,0,330621,1,31,65.41,5000,0,10,9,2,1104,8,1,8,5,0,0,0,0
458,0,339011,0,40,604.09,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
459,0,330602,1,63,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
460,0,420104,1,36,1568.79,100000,360000,24,9,1,0,1,1,3,3,0,0,0,0
461,0,330621,1,31,0,5000,0,4,3,3,7449,24,5,0,0,0,0,0,0
462,0,330621,0,35,0.62,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
463,0,330621,0,40,198.42,10000,0,4,4,1,4,3,1,0,0,0,0,0,0
464,0,330621,1,32,63.98,8000,0,2,2,0,0,0,0,0,0,0,0,0,0
465,0,510724,1,32,10289.76,3000,0,2,1,0,0,0,0,0,0,0,0,0,0
466,0,330621,1,24,1.79,3000,0,0,0,0,0,0,0,0,0,0,0,0,0
467,0,330482,1,34,123.03,20000,720000,12,8,0,0,0,0,4,4,0,0,0,0
468,0,330621,1,30,14.6,20000,0,9,5,1,0,1,1,1,1,0,0,0,0
469,0,330602,1,39,20401.23,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
470,0,341221,1,35,581.98,24000,607985.23,1,1,0,0,0,0,2,1,0,0,0,0
471,0,330621,0,30,0.01,10000,0,1,1,0,0,0,0,0,0,0,0,0,0
472,0,330621,1,62,74.82,5000,0,1,1,0,0,0,0,0,0,0,0,0,0
473,0,330602,1,39,14.46,20000,0,4,3,1,0,2,1,0,0,0,0,0,0
474,0,330621,0,46,176.51,20000,0,5,4,2,178,4,1,1,1,0,0,0,0
475,0,330621,0,30,20.23,20000,0,2,2,1,1686,3,1,0,0,0,0,0,0
476,0,330623,1,42,5196.3,10000,364029.54,4,4,0,0,0,0,1,1,0,0,0,0
477,0,330622,0,44,9096.38,10000,0,4,3,2,823,5,1,0,0,0,0,0,0
478,0,330621,0,22,46.1,5000,0,1,1,0,0,0,0,0,0,0,0,0,0
479,0,330621,1,42,140.42,3000,0,0,0,0,0,0,0,0,0,0,0,0,0
480,0,330621,0,32,0.46,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
481,0,330621,0,61,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
482,0,330621,1,30,282.79,100,0,0,0,0,0,0,0,0,0,0,0,0,0
483,0,330621,0,36,56.92,25000,0,7,5,2,400,7,2,1,1,0,0,0,0
484,0,330602,1,25,0,20000,0,2,2,0,0,0,0,0,0,0,0,0,0
485,0,330323,1,43,223.4,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
486,0,330523,0,38,1105027.88,10000,0,1,1,0,0,0,0,0,0,0,0,0,0
487,0,330621,1,49,250.91,20000,100000,3,2,2,1973,3,1,1,1,0,0,0,0
488,0,330602,1,46,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
489,0,330621,1,30,75.75,10000,486837.95,0,0,0,0,0,0,0,0,0,0,0,0
490,0,330621,1,33,1737.15,5000,780000,12,8,5,1459,15,2,7,4,0,0,0,0
491,0,330602,1,35,1241.96,10000,0,4,3,3,468,8,2,0,0,0,0,0,0
492,0,330602,1,36,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0
493,0,330621,0,43,7070.72,6000,0,4,4,3,2571,4,3,0,0,0,0,0,0
494,0,330621,1,54,362.35,15000,50000,2,2,0,0,0,0,1,1,0,0,0,0
495,0,330621,1,30,0.49,5000,90000,8,7,1,418,1,1,5,3,0,0,0,0
496,0,330621,1,50,178.92,10000,400000,1,1,0,0,0,0,1,1,0,0,0,0
497,0,330621,1,48,460.27,20000,0,1,1,0,0,0,0,0,0,0,0,0,0
498,0,330621,1,36,193.18,20000,600000,4,3,1,479,8,1,3,3,0,0,0,0
499,0,330621,1,55,152.31,5000,150000,2,2,1,0,3,1,3,3,0,0,0,0
500,0,330621,1,50,1916.83,10000,200000,2,2,0,0,0,0,1,1,0,0,0,0
501,0,330682,0,40,12563.63,20000,400000,4,3,2,11483,4,1,3,2,1,0,1,1
502,0,330621,1,42,204.14,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
503,0,522422,0,29,59.95,10000,150000,6,4,0,0,0,0,1,1,0,0,0,0
504,0,330621,1,51,72357.58,5000,200000,1,1,1,310,18,2,1,1,0,0,0,0
505,0,330621,0,38,44.28,10000,150000,8,5,1,0,1,1,1,1,0,0,0,0
506,0,330621,1,50,734.05,15000,200000,3,3,3,2414,15,3,1,1,0,0,0,0
507,0,330621,0,43,1903.6,50000,0,10,5,3,1666,5,1,0,0,0,0,0,0
508,0,330621,1,47,1063.59,5000,1140000,3,3,3,1826,74,3,2,2,0,0,0,0
509,0,330621,1,31,37.2,8000,0,2,2,0,0,0,0,0,0,0,0,0,0
510,0,330621,1,35,3258.43,5000,200000,3,2,1,453,2,1,1,1,0,0,0,0
511,0,330621,0,43,60002.46,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
512,1,330621,1,45,0,10000,0,7,4,3,2014,17,2,1,1,2,100354,4,1
513,0,330621,1,54,869.39,10000,0,11,7,6,8289,27,2,0,0,1,2813,0,0
514,0,330621,1,44,67.67,10000,500000,1,1,1,362,6,1,1,1,0,0,0,0
515,0,330621,1,32,109.55,20000,800000,5,5,0,0,0,0,5,4,0,0,0,0
516,0,330621,1,40,95.42,5000,200000,7,4,2,1014,8,2,1,1,0,0,0,0
517,0,330621,0,39,259.47,10000,42189.94,1,1,1,0,1,1,0,0,0,0,0,0
518,0,330602,1,33,28.9,20000,200000,6,4,0,0,0,0,3,3,0,0,0,0
519,0,350205,1,39,119.86,20000,60000,3,2,0,0,0,0,1,1,1,0,1,1
520,0,330621,0,39,1543.58,2000,1200000,4,3,1,0,2,1,2,1,0,0,0,0
521,0,330602,1,47,598.08,10000,94848.58,0,0,0,0,0,0,1,1,0,0,0,0
522,0,330621,1,58,3181.26,20000,0,3,2,3,5722,42,3,1,1,0,0,0,0
523,0,360121,0,42,946.74,13000,1000000,2,2,0,0,0,0,1,1,0,0,0,0
524,0,330621,1,45,57.59,20000,0,6,5,2,682,1,1,2,2,1,5850,1,1
525,0,330621,1,56,272.2,10000,450000,9,1,0,0,0,0,1,1,0,0,0,0
526,0,330621,1,45,2812.05,10000,600000,2,2,1,2873,14,3,2,2,1,3166,2,1
527,0,330121,1,50,4157.85,20000,0,6,5,3,335,4,1,4,4,0,0,0,0
528,0,330621,1,34,47224.61,10000,0,4,3,2,1323,16,2,1,1,0,0,0,0
529,0,330621,1,41,56.01,5000,200000,10,2,2,384,10,1,2,2,1,0,2,1
530,0,330621,1,53,3815.73,5000,0,1,1,0,0,0,0,1,1,1,4114,2,1
531,0,330621,1,41,171.74,20000,140000,5,3,0,0,0,0,1,1,1,569,1,1
532,0,330682,1,35,521.1,15000,0,8,5,2,1761,3,1,3,3,1,0,1,1
533,0,330621,1,32,134.16,20000,0,3,2,2,11,5,1,1,1,0,0,0,0
534,0,330621,0,36,78.29,5000,0,6,5,0,0,0,0,0,0,0,0,0,0
535,0,330621,0,39,214954.82,5000,0,1,1,0,0,0,0,0,0,0,0,0,0
536,0,332529,1,46,1241.72,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
537,0,330621,1,45,0.99,20000,0,2,2,1,0,2,1,1,1,0,0,0,0
538,0,330621,0,39,2434.77,10000,0,5,5,2,2936,9,1,0,0,0,0,0,0
539,0,330621,1,45,22923.1,20000,300000,16,7,4,237,4,1,1,1,0,0,0,0
540,0,330621,0,36,56.26,5000,0,2,1,0,0,0,0,0,0,0,0,0,0
541,0,330121,0,45,4592.16,10000,2153785.92,0,0,0,0,0,0,1,1,0,0,0,0
542,0,420381,0,37,0,5000,0,1,1,0,0,0,0,0,0,0,0,0,0
543,0,330621,0,45,0,20000,104541.46,1,1,0,0,0,0,1,1,0,0,0,0
544,0,330623,1,42,0.09,20000,0,6,5,6,139597,32,7,5,5,2,307927,10,3
545,0,330621,1,36,7413.96,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
546,0,339005,1,43,122.91,20000,0,5,3,3,37308,5,2,1,1,1,604008,5,5
547,0,330621,1,43,17934.41,20000,600000,6,3,2,548,22,1,1,1,0,0,0,0
548,0,330621,1,46,3071.13,20000,900000,4,3,2,3445,54,3,3,3,1,3590,4,1
549,0,330621,1,68,1528.87,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
550,0,330621,1,59,829.17,20000,0,4,3,1,178,1,1,0,0,1,332655,0,0
551,0,330621,1,49,2012.71,5000,600000,2,2,1,0,6,1,1,1,0,0,0,0
552,0,330621,0,53,993.1,5000,280000,1,1,0,0,0,0,1,1,0,0,0,0
553,0,330621,0,46,9.08,10000,0,2,2,0,0,0,0,0,0,0,0,0,0
554,0,330621,1,40,1173.99,20000,300000,3,2,0,0,0,0,1,1,0,0,0,0
555,0,330621,1,41,571.59,6000,0,0,0,0,0,0,0,0,0,0,0,0,0
556,0,330621,0,44,74466.31,20000,400000,10,4,3,7453,8,1,2,2,1,0,1,1
557,0,330621,1,28,118.79,8000,0,8,7,4,854,12,1,0,0,0,0,0,0
558,0,332529,1,45,73975.32,10000,352869.22,0,0,0,0,0,0,0,0,0,0,0,0
559,0,330621,0,39,31149.34,10000,0,2,2,0,0,0,0,0,0,0,0,0,0
560,0,330621,1,43,242.32,10000,50000,3,3,2,0,6,3,0,0,0,0,0,0
561,0,330621,0,29,3.98,5000,0,2,2,1,551,7,1,2,2,0,0,0,0
562,0,330621,1,33,1268.79,10000,0,10,6,9,15748,26,2,3,3,1,2913,1,1
563,0,330621,1,36,12860.72,20000,1800000,2,2,2,88,42,1,1,1,0,0,0,0
564,0,330621,0,28,99361.04,20000,150000,6,4,0,0,0,0,1,1,0,0,0,0
565,0,330621,0,33,79.05,8000,260000,5,3,1,0,2,1,2,2,0,0,0,0
566,0,330621,1,52,4788.24,10000,0,7,4,5,700,10,1,2,1,0,0,0,0
567,0,330682,0,30,50087.8,15000,0,5,4,1,8,2,1,0,0,0,0,0,0
568,0,330621,1,51,18304.67,20000,400000,4,2,1,931,2,1,1,1,1,922,2,1
569,0,330621,0,31,20608.95,25000,0,2,2,0,0,0,0,2,2,0,0,0,0
570,0,330621,1,42,11342.86,16000,800000,13,11,3,1897,10,2,1,1,0,0,0,0
571,0,330621,1,41,242.24,10000,300000,2,1,0,0,0,0,2,2,0,0,0,0
572,0,330621,1,47,1217.85,20000,6160000,8,5,2,556,80,2,1,1,1,10,8,1
573,0,330621,1,34,5425.15,20000,600000,4,3,1,282,2,1,1,1,0,0,0,0
574,0,330621,1,43,22.22,3000,100000,0,0,0,0,0,0,0,0,0,0,0,0
575,0,330121,1,46,994.22,50000,4000000,6,4,1,0,4,1,3,3,1,3975993,16,4
576,0,330602,0,36,76.43,10000,360000,5,4,0,0,0,0,1,1,0,0,0,0
577,0,330621,0,49,0,30000,0,2,2,0,0,0,0,0,0,1,6104,1,1
578,0,330621,1,29,0.01,10000,79292.05,10,7,3,5285,4,2,6,5,0,0,0,0
579,0,330621,0,37,167.28,5000,0,5,3,2,637,7,1,0,0,0,0,0,0
580,0,330621,1,44,1591.96,5000,0,2,2,0,0,0,0,0,0,0,0,0,0
581,0,330621,0,52,47269.88,20000,0,6,5,2,586,0,0,1,1,1,3082,1,1
582,0,330682,0,40,527.43,20000,500000,12,7,3,1901,4,1,7,5,0,0,0,0
583,0,330621,0,45,83290.65,20000,0,7,5,0,0,0,0,0,0,0,0,0,0
584,0,330621,1,43,1170.88,20000,0,5,2,0,0,0,0,1,1,0,0,0,0
585,0,342622,1,33,380.68,20000,300000,8,7,3,151,4,1,14,3,1,0,1,1
586,0,330621,0,39,16406.32,10000,810000,17,9,2,0,6,1,1,1,0,0,0,0
587,0,330621,1,44,702.24,20000,300000,3,2,0,0,0,0,1,1,0,0,0,0
588,0,330621,0,40,7.64,20000,0,5,4,3,712,5,1,0,0,0,0,0,0
589,0,330621,1,32,0.93,20000,0,6,4,2,1985,2,1,1,1,0,0,0,0
590,0,330621,0,45,257634.47,20000,0,3,2,0,0,0,0,0,0,0,0,0,0
591,0,330621,1,49,1893.73,20000,100000,2,2,2,3966,6,1,2,2,0,0,0,0
592,0,330621,0,39,322.45,5000,0,2,2,0,0,0,0,0,0,0,0,0,0
593,0,330621,1,41,733.25,10000,51161.02,3,3,0,0,0,0,2,2,0,0,0,0
594,0,330621,1,42,47.73,10000,50000,3,3,2,261,5,1,2,2,0,0,0,0
595,0,321002,1,37,37.69,50000,440000,8,5,3,818,10,1,14,5,0,0,0,0
596,0,330621,0,53,1195.86,20000,0,4,4,2,4063,9,2,1,1,2,5731,2,1
597,0,330621,0,50,5246.13,5000,0,2,2,1,299,1,1,0,0,0,0,0,0
598,0,330621,1,49,2221.29,8000,0,2,2,0,0,0,0,3,1,0,0,0,0
599,1,330621,0,36,84.93,10000,0,9,5,5,6060,41,3,0,0,0,0,0,0
600,0,330621,1,35,69.93,100,0,9,7,0,0,0,0,6,4,3,1855,5,3
601,0,330621,0,28,0,20000,0,13,8,6,17024,18,2,1,1,1,1307082,1,1
602,0,330621,1,39,69.03,20000,2000000,7,4,0,0,0,0,1,1,0,0,0,0
603,0,330621,1,36,24772.93,20000,720000,14,6,2,1991,6,1,3,2,0,0,0,0
604,0,330621,1,41,0.31,10000,0,12,9,5,124,7,1,0,0,0,0,0,0
605,0,330621,1,47,688.4,20000,740000,8,6,2,1736,28,2,4,4,0,0,0,0
606,0,330621,1,50,115060.33,200000,200000,3,3,0,0,0,0,1,1,0,0,0,0
607,0,330621,1,37,4096.22,20000,200000,5,3,2,986,6,1,1,1,0,0,0,0
608,0,330621,1,42,429.01,20000,300000,7,5,1,38,2,1,1,1,0,0,0,0
609,0,330682,0,30,0.75,20000,0,3,2,0,0,0,0,0,0,0,0,0,0
610,0,450481,0,34,5718,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
611,0,330621,1,60,1289.55,10000,0,1,1,0,0,0,0,1,1,0,0,0,0
612,0,339005,1,41,210.54,20000,300000,1,1,0,0,0,0,1,1,0,0,0,0
613,0,330621,0,34,100.41,5000,0,6,4,1,0,1,1,0,0,0,0,0,0
614,0,330621,1,32,17.04,20000,100000,2,1,1,0,2,1,2,2,0,0,0,0
615,0,330621,1,32,0,20000,0,12,8,4,3022,21,3,2,1,0,0,0,0
