Cust_No,Target,Birth_Place,Gender,Age,Ast_Curr_Bal,Std_Cred_Limit,Loan_Curr_Bal,ZX_Max_Account_Number,ZX_Max_Link_Banks,ZX_Max_Overdue_Account,ZX_Link_Max_Overdue_Amount,ZX_Total_Overdu_Months,ZX_Max_Overdue_Duration,ZX_Max_Credits,ZX_Max_Credit_Banks,ZX_Max_Overdue_Credits,ZX_Credit_Max_Overdu_Amount,ZX_Credit_Total_Overdue_Months,ZX_Credit_Max_Overdue_Duration
5422,0,330621,1,35,0,10000,0,1,1,0,0,0,0,0,0,0,0,0,0
5423,0,330621,1,27,159.52,20000,0,8,6,0,0,0,0,0,0,0,0,0,0
5424,0,330721,1,34,0,20000,0,6,5,4,3090,14,3,0,0,1,4884,4,1
5425,0,330621,1,58,440.69,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5426,0,330621,1,33,2902.72,100,0,0,0,0,0,0,0,0,0,0,0,0,0
5427,0,330621,1,30,948.65,5000,0,6,4,0,0,0,0,1,1,0,0,0,0
5428,0,330621,1,50,50000.08,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5429,0,330621,0,26,89.4,20000,100000,7,5,0,0,0,0,3,2,0,0,0,0
5430,0,330621,1,51,220.13,15000,0,4,3,2,1094,4,1,1,1,0,0,0,0
5431,0,330621,1,22,0.02,3000,0,0,0,0,0,0,0,0,0,0,0,0,0
5432,0,330621,1,29,44.45,10000,0,3,2,0,0,0,0,0,0,0,0,0,0
5433,0,330621,0,29,138.65,20000,0,4,3,0,0,0,0,0,0,0,0,0,0
5434,0,330621,1,35,74.55,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5435,0,532931,0,32,0,10000,0,1,1,0,0,0,0,0,0,0,0,0,0
5436,0,330602,0,41,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
5437,0,330602,1,39,73855.96,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
5438,0,330621,1,33,6.83,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
5439,0,330621,1,43,0,10000,0,2,1,0,0,0,0,0,0,0,0,0,0
5440,0,310108,1,41,2.1,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
5441,0,330621,1,46,945.23,20000,0,10,6,4,50999,6,2,1,1,1,88483,5,1
5442,0,330602,1,49,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5443,0,330602,1,31,2.07,10000,0,3,3,0,0,0,0,0,0,0,0,0,0
5444,0,330621,1,40,54.11,20000,450000,6,4,5,5912,10,1,2,2,0,0,0,0
5445,0,330621,1,27,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5446,0,320482,0,30,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0
5447,0,330621,1,24,1.67,10000,0,3,3,1,0,1,1,1,1,0,0,0,0
5448,0,330782,1,28,72019.91,20000,0,3,3,0,0,0,0,0,0,0,0,0,0
5449,0,330621,0,40,0,10000,0,4,4,0,0,0,0,0,0,0,0,0,0
5450,0,330621,1,46,320.4,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
5451,0,330821,0,43,7.09,20000,0,8,3,1,0,1,1,0,0,0,0,0,0
5452,0,330621,0,27,0.03,6000,0,2,2,0,0,0,0,0,0,0,0,0,0
5453,0,330621,0,40,83088.21,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5454,0,330602,1,47,1.51,5000,66290.81,3,3,0,0,0,0,1,1,0,0,0,0
5455,0,330602,1,32,79.38,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
5456,0,330621,0,26,4.39,20000,0,7,4,0,0,0,0,0,0,0,0,0,0
5457,0,330621,0,25,0,6000,0,2,2,0,0,0,0,0,0,0,0,0,0
5458,0,330621,0,46,0.01,10000,0,4,2,0,0,0,0,1,1,0,0,0,0
5459,0,330621,1,42,16.85,20000,0,4,3,1,254,1,1,0,0,0,0,0,0
5460,0,330621,1,29,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
5461,0,330621,0,28,12085.17,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5462,0,330621,1,29,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5463,0,330621,0,48,255.52,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5464,0,222401,0,43,0,10000,0,3,2,0,0,0,0,0,0,0,0,0,0
5465,0,330621,0,36,7.16,20000,0,11,7,5,2123,8,1,0,0,0,0,0,0
5466,0,330621,0,30,1444.38,15000,0,8,5,4,1379,10,2,0,0,0,0,0,0
5467,0,330621,1,25,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5468,0,332525,1,36,1.13,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
5469,0,330602,0,39,1.34,15000,0,2,1,0,0,0,0,0,0,0,0,0,0
5470,0,330621,1,29,48247.28,15000,0,9,6,5,12434,21,2,1,1,0,0,0,0
5471,0,330621,1,39,25.81,5000,0,1,1,0,0,0,0,0,0,0,0,0,0
5472,0,330621,1,23,680.23,6000,0,0,0,0,0,0,0,0,0,0,0,0,0
5473,0,330621,0,32,53.02,10000,0,2,1,0,0,0,0,0,0,0,0,0,0
5474,0,330621,0,40,21.77,5000,0,3,3,0,0,0,0,1,1,0,0,0,0
5475,0,330621,1,38,36.54,20000,0,22,10,2,619,2,1,1,1,0,0,0,0
5476,0,522422,0,48,1673.31,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5477,0,330621,1,26,96.93,7000,0,6,5,1,2098,1,1,0,0,0,0,0,0
5478,0,330621,0,28,70006.35,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5479,0,330621,1,43,211376.93,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5480,0,330621,1,40,2339.28,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
5481,0,330621,1,26,0.92,5000,0,3,2,1,0,2,1,0,0,0,0,0,0
5482,0,330621,1,41,14458.88,15000,0,4,3,1,30,1,1,0,0,0,0,0,0
5483,0,330203,1,35,14.6,8000,0,7,3,1,31,3,3,0,0,0,0,0,0
5484,0,330621,1,29,211.2,5000,0,1,1,0,0,0,0,1,1,0,0,0,0
5485,0,320684,1,36,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0
5486,0,330621,1,40,126.94,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
5487,0,330621,0,27,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5488,0,330602,1,36,10.03,7000,0,0,0,0,0,0,0,0,0,0,0,0,0
5489,0,330621,0,35,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
5490,0,330621,1,28,1.14,10000,0,9,1,0,0,0,0,0,0,0,0,0,0
5491,0,330621,0,36,6.12,10000,80000,6,4,1,42,1,1,1,1,0,0,0,0
5492,0,512532,0,49,22997.51,20000,500000,8,5,4,5380,5,1,5,4,0,0,0,0
5493,0,330621,1,31,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5494,0,330602,0,39,251.83,40000,0,0,0,0,0,0,0,0,0,0,0,0,0
5495,0,330621,1,25,90.06,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5496,0,330681,0,30,5.25,20000,0,7,5,2,65,2,1,2,2,0,0,0,0
5497,0,450222,1,33,9,3000,0,2,1,0,0,0,0,1,1,0,0,0,0
5498,0,330621,1,55,10.28,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5499,0,330323,1,51,8.84,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
5500,0,330602,1,22,73.63,8000,7754.63,8,6,0,0,0,0,2,2,0,0,0,0
5501,0,330602,1,25,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5502,0,330621,0,31,0,15000,0,1,1,0,0,0,0,0,0,0,0,0,0
5503,0,330621,0,36,232.32,8000,0,1,1,0,0,0,0,0,0,0,0,0,0
5504,0,330621,1,29,201.02,10000,0,3,2,0,0,0,0,1,1,0,0,0,0
5505,0,330621,1,27,0,10000,0,5,4,0,0,0,0,1,1,0,0,0,0
5506,0,330621,1,31,925.46,20000,0,4,3,0,0,0,0,0,0,0,0,0,0
5507,0,330621,1,23,2803.15,6000,16079.13,8,7,0,0,0,0,3,3,0,0,0,0
5508,0,330621,0,28,10.85,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5509,0,330602,1,34,2.28,10000,27667.25,9,7,4,1845,3,2,3,2,0,0,0,0
5510,0,330621,1,26,3.6,5000,0,9,8,7,6384,6,2,6,4,0,0,0,0
5511,0,330621,1,35,64.32,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5512,0,330621,1,27,7356.73,15000,23080.59,8,5,2,545,2,1,1,1,0,0,0,0
5513,0,330621,0,37,1942.47,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
5514,0,330621,0,47,178171.1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5515,0,330621,0,41,0.06,5000,0,10,7,2,403,4,1,2,2,0,0,0,0
5516,0,341125,1,32,1.05,3000,0,6,4,0,0,0,0,4,4,0,0,0,0
5517,0,330621,1,38,12.87,12000,0,3,3,0,0,0,0,0,0,0,0,0,0
5518,0,330621,1,23,63.16,10000,25424.65,3,3,0,0,0,0,1,1,0,0,0,0
5519,0,330621,1,44,0,10000,0,2,2,1,1034,7,2,1,1,2,12814,1,1
5520,0,330621,1,36,2206.03,5000,200000,6,6,3,0,6,1,2,2,0,0,0,0
5521,0,330621,1,43,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0
5522,0,330621,1,52,1251.13,300000,0,3,3,1,2898,2,1,0,0,1,59643,2,1
5523,0,330621,0,23,0.42,5000,0,3,3,0,0,0,0,0,0,0,0,0,0
5524,0,330621,0,36,10218.92,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5525,0,330621,1,31,0,10000,0,2,2,2,383,3,1,0,0,0,0,0,0
5526,0,330621,1,27,0,10000,0,2,1,1,479,3,1,0,0,0,0,0,0
5527,0,330621,1,33,35.61,8000,14749.54,2,2,0,0,0,0,1,1,0,0,0,0
5528,0,330621,1,29,13.84,10000,0,1,1,2,2092,4,1,0,0,0,0,0,0
5529,0,330621,1,47,341.28,5000,0,3,2,0,0,0,0,0,0,0,0,0,0
5530,0,330621,1,25,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5531,0,330621,1,28,5.01,20000,0,13,9,9,14627,10,3,9,5,8,15358,9,3
5532,0,522228,1,40,184.51,10000,0,18,10,3,23,5,1,3,2,0,0,0,0
5533,0,330621,1,48,259.27,20000,200000,0,0,0,0,0,0,3,3,0,0,0,0
5534,0,330621,0,40,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5535,0,330621,0,28,0.43,15000,0,3,2,0,0,0,0,0,0,0,0,0,0
5536,0,330621,1,54,443.29,20000,500000,4,3,2,1200,40,2,6,4,0,0,0,0
5537,0,330621,1,32,53308.75,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5538,0,330621,1,30,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
5539,0,330621,1,39,6.92,10000,0,1,1,0,0,0,0,0,0,0,0,0,0
5540,0,510824,0,49,184.3,15000,0,3,2,1,0,1,1,0,0,0,0,0,0
5541,0,330621,0,31,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5542,0,330621,1,39,607.63,3000,0,2,2,1,465,21,2,1,1,1,11333,7,1
5543,0,330621,0,50,1667.28,50000,0,7,4,0,0,0,0,3,2,2,305,2,1
5544,0,330621,1,49,1854.42,5000,420000,1,1,1,180,2,1,1,1,0,0,0,0
5545,0,330621,0,41,13.62,20000,0,4,4,5,472,6,1,2,2,0,0,0,0
5546,0,330621,1,59,1427.24,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5547,0,330621,1,31,14.26,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
5548,0,330621,1,38,0.33,12000,0,4,2,0,0,0,0,0,0,0,0,0,0
5549,0,330621,0,28,126181.81,20000,0,4,3,1,0,1,1,2,1,0,0,0,0
5550,0,330621,1,26,7.44,8000,0,6,3,1,2120,3,2,1,1,0,0,0,0
5551,0,330621,1,26,230.3,5000,672388.68,8,7,0,0,0,0,23,8,0,0,0,0
5552,0,330621,1,40,386.48,8000,740000,4,3,3,11282,38,3,2,2,0,0,0,0
5553,0,330602,1,30,0,10000,0,1,1,0,0,0,0,0,0,0,0,0,0
5554,0,330621,1,44,3602.14,5000,35671.41,5,4,1,0,2,1,1,1,0,0,0,0
5555,0,410123,0,41,721.17,10000,0,3,3,0,0,0,0,0,0,2,1276,1,1
5556,0,430527,0,31,30009.02,20000,0,7,4,1,276,1,1,2,2,0,0,0,0
5557,0,330621,1,27,30.07,12000,8896.85,2,2,0,0,0,0,3,2,0,0,0,0
5558,0,330621,1,48,0.05,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5559,0,330621,1,35,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5560,0,330621,1,25,0,8000,0,11,2,0,0,0,0,0,0,0,0,0,0
5561,0,330621,1,32,0.04,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
5562,0,330621,1,40,1.18,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5563,0,330621,0,61,41367.82,20000,0,1,1,1,0,1,1,0,0,0,0,0,0
5564,0,330621,0,26,0,0,0,13,8,2,0,2,1,2,2,0,0,0,0
5565,0,330621,1,25,545.63,6000,0,1,1,0,0,0,0,0,0,0,0,0,0
5566,0,330621,0,23,0,6000,0,2,1,0,0,0,0,0,0,0,0,0,0
5567,0,330621,0,39,195.63,20000,0,6,5,2,2017,23,1,0,0,0,0,0,0
5568,0,330621,1,29,3731.01,10000,0,3,2,0,0,0,0,1,1,0,0,0,0
5569,0,330621,0,25,0.41,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5570,0,330621,1,31,568.49,100,0,3,3,2,270,3,2,0,0,0,0,0,0
5571,0,330621,1,46,1922.34,20000,0,4,4,0,0,0,0,0,0,0,0,0,0
5572,0,330621,1,23,89.17,6000,0,0,0,0,0,0,0,1,1,0,0,0,0
5573,0,330621,0,23,7.62,10000,0,1,1,0,0,0,0,0,0,0,0,0,0
5574,0,330621,1,42,11243.24,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5575,0,330622,1,54,5039.42,10000,0,6,3,3,290,3,1,1,1,0,0,0,0
5576,0,330621,1,37,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5577,0,330621,1,50,4888.44,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
5578,0,330602,1,35,45333.11,20000,14400000,3,2,0,0,0,0,2,2,0,0,0,0
5579,0,330621,0,25,0.8,5000,0,5,3,0,0,0,0,1,1,0,0,0,0
5580,0,330621,1,32,2.11,8000,0,11,7,4,3729,15,4,3,2,0,0,0,0
5581,0,513023,0,38,5021.39,20000,0,1,1,0,0,0,0,0,0,0,0,0,0
5582,0,330621,1,24,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5583,0,362326,1,49,8.9,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
5584,0,330602,1,27,31.41,10000,200000,19,14,0,0,0,0,3,2,0,0,0,0
5585,0,330621,1,32,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
5586,0,339005,1,31,21.21,3000,0,0,0,0,0,0,0,0,0,0,0,0,0
5587,0,232131,1,34,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0
5588,0,330621,0,23,80000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5589,0,330621,0,33,0,20000,0,7,6,0,0,0,0,0,0,0,0,0,0
5590,0,220222,1,53,15.43,15000,0,2,2,2,58,4,1,1,1,1,0,1,1
5591,0,330621,1,23,52.92,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5592,0,330602,1,27,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0
5593,0,330621,1,27,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
5594,0,330621,1,30,100119.2,10000,522111.14,4,3,1,485,2,1,2,1,0,0,0,0
5595,0,330621,0,28,4218.77,10000,0,2,2,0,0,0,0,0,0,0,0,0,0
5596,0,330621,1,33,0,10000,0,6,5,5,1281,9,2,1,1,0,0,0,0
5597,0,330725,1,46,9403.33,6000,0,0,0,0,0,0,0,0,0,0,0,0,0
5598,0,330621,1,37,97.02,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5599,0,330682,0,21,30885.12,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5600,0,330621,1,36,400.94,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5601,0,330621,1,25,0.52,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
5602,0,330602,1,29,0.47,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5603,0,330621,1,32,73.56,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5604,0,330621,1,40,4.95,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5605,0,330621,0,42,264.12,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5606,0,522528,1,29,10.71,2000,0,2,1,1,0,1,1,1,1,0,0,0,0
5607,0,330621,0,27,75.37,5000,13188.91,7,5,5,1525,11,1,1,1,0,0,0,0
5608,0,330621,1,29,106107.07,15000,0,4,3,1,18,2,1,0,0,0,0,0,0
5609,0,330602,1,36,0.05,15000,0,6,4,2,1753,6,1,0,0,0,0,0,0
5610,0,330621,1,28,0,10000,0,8,6,0,0,0,0,0,0,0,0,0,0
5611,0,330602,1,56,2742.21,10000,0,2,1,0,0,0,0,0,0,0,0,0,0
5612,0,330501,1,28,0.93,25000,0,0,0,0,0,0,0,0,0,0,0,0,0
5613,0,330621,1,29,207.41,5000,100000,10,2,1,165,3,1,0,0,0,0,0,0
5614,0,330623,0,46,0.55,8000,0,14,5,1,548,5,1,0,0,0,0,0,0
5615,0,420984,0,33,3.47,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
5616,0,330621,1,51,11.11,10000,65494.15,2,2,2,1890,1,1,1,1,0,0,0,0
5617,0,330621,1,35,1477.08,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5618,0,330621,0,27,0.08,5000,0,1,1,0,0,0,0,0,0,0,0,0,0
5619,0,330621,1,34,0,10000,0,3,1,0,0,0,0,0,0,0,0,0,0
5620,0,330621,1,30,54.31,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5621,0,330621,1,51,1052.72,5000,0,13,7,2,0,7,1,0,0,0,0,0,0
5622,0,330621,1,51,40.97,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5623,0,330621,1,23,0.06,3000,0,0,0,0,0,0,0,0,0,0,0,0,0
5624,0,330621,1,34,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5625,0,330124,1,60,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5626,0,339011,0,40,0.77,20000,0,9,6,1,669,2,1,3,3,0,0,0,0
5627,0,330621,0,45,20069.84,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5628,0,330602,0,39,13540.5,20000,0,7,4,1,0,1,1,0,0,0,0,0,0
5629,0,500113,1,33,36.27,3000,0,1,1,0,0,0,0,2,2,1,0,1,1
5630,0,330621,1,43,2.26,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5631,0,330621,1,29,0,10000,0,2,1,0,0,0,0,0,0,0,0,0,0
5632,0,330621,1,28,0,10000,0,6,3,0,0,0,0,1,1,1,0,2,1
5633,0,210921,1,31,4015.05,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5634,0,430425,1,43,93.8,10000,0,3,2,0,0,0,0,1,1,1,2705,1,1
5635,0,330602,0,34,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
5636,1,330621,1,30,9.09,10000,0,0,0,0,0,0,0,1,1,0,0,0,0
5637,0,330621,1,36,92.66,20000,200000,11,8,5,134,10,1,2,2,0,0,0,0
5638,0,330621,1,27,0,10000,0,17,11,2,925,4,1,1,1,0,0,0,0
5639,0,330621,1,40,714124.68,20000,0,6,6,0,0,0,0,2,2,0,0,0,0
5640,0,330621,1,51,9475.79,10000,200000,4,3,2,662,4,2,2,2,0,0,0,0
5641,0,330621,1,27,0,10000,0,10,6,0,0,0,0,0,0,0,0,0,0
5642,0,330621,1,28,23.57,15000,9564.91,14,10,0,0,0,0,8,8,0,0,0,0
5643,0,330621,1,26,63.81,10000,0,3,3,2,0,1,1,2,2,0,0,0,0
5644,0,330602,0,32,78.38,2000,400000,6,5,1,36,2,1,1,1,0,0,0,0
5645,0,330621,1,35,4690.25,14000,0,2,2,1,975,8,1,1,1,0,0,0,0
5646,0,330681,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5647,0,330621,1,21,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5648,0,330621,1,37,0.49,15000,0,0,0,0,0,0,0,0,0,0,0,0,0
5649,1,330621,1,22,614.56,10000,0,11,7,7,0,6,1,1,1,0,0,0,0
5650,0,330621,0,21,6.14,3000,0,1,1,0,0,0,0,0,0,0,0,0,0
5651,0,330624,0,36,2233.54,20000,0,3,2,5,7869,17,7,1,1,0,0,0,0
5652,0,420528,0,38,44.08,10000,0,1,1,0,0,0,0,1,1,0,0,0,0
5653,0,330621,0,38,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5654,0,511322,0,33,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5655,0,339005,1,39,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5656,0,330621,0,35,0.2,15000,0,3,3,2,0,9,1,0,0,0,0,0,0
5657,0,330682,1,40,6600.61,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5658,0,330523,0,37,812057.05,10000,0,0,0,0,0,0,0,1,1,0,0,0,0
5659,0,330621,0,27,324005.43,3000,0,0,0,0,0,0,0,0,0,0,0,0,0
5660,0,330621,1,28,905.06,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
5661,0,330621,1,28,0,5000,0,0,0,0,0,0,0,1,1,0,0,0,0
5662,0,330121,1,50,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5663,0,330621,1,31,6.45,8000,0,2,2,0,0,0,0,1,1,0,0,0,0
5664,0,330621,1,52,336.48,15000,0,5,4,3,834,6,1,2,2,2,10597,11,3
5665,0,330602,1,48,37.06,30000,0,14,9,1,12,1,1,3,2,0,0,0,0
5666,0,330621,1,46,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
5667,0,339005,1,41,3675.89,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5668,0,330621,1,35,1067,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5669,0,330621,0,38,7221.33,10000,0,1,1,0,0,0,0,0,0,0,0,0,0
5670,0,330623,1,37,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5671,0,330621,1,31,3.54,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5672,0,330602,1,41,2089.51,30000,270000,5,4,2,3021,4,1,1,1,0,0,0,0
5673,0,330621,0,32,1411.98,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
5674,0,330621,1,37,3727.13,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5675,0,330621,1,31,365.05,10000,89278.76,7,6,6,4487,23,2,1,1,0,0,0,0
5676,0,330602,0,34,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5677,0,330602,1,43,0,3500,0,0,0,0,0,0,0,0,0,0,0,0,0
5678,0,330621,1,30,0,20000,0,7,5,0,0,0,0,0,0,0,0,0,0
5679,0,330621,0,25,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5680,0,330621,1,42,2767.6,4000,361777.92,0,0,0,0,0,0,0,0,0,0,0,0
5681,0,330621,0,30,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5682,0,330621,1,31,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5683,0,330621,0,35,0,6000,0,1,1,1,48,2,1,0,0,0,0,0,0
5684,0,330621,1,48,505.52,20000,0,3,2,1,0,1,1,2,1,0,0,0,0
5685,0,330621,1,40,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5686,0,330621,1,31,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
5687,0,330621,1,46,37.49,12000,0,0,0,0,0,0,0,0,0,0,0,0,0
5688,0,330329,1,33,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
5689,0,330621,1,53,20.94,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5690,0,330621,0,31,64186.18,10000,0,4,2,0,0,0,0,0,0,0,0,0,0
5691,0,330621,1,31,26360.79,20000,0,3,2,0,0,0,0,2,2,0,0,0,0
5692,0,422123,0,39,1502.24,20000,0,5,5,0,0,0,0,0,0,0,0,0,0
5693,0,330621,1,27,4479.57,10000,0,1,1,0,0,0,0,0,0,0,0,0,0
5694,0,410782,1,45,26.33,10000,0,2,2,1,0,1,1,0,0,0,0,0,0
5695,0,330621,1,25,7.88,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5696,0,330621,1,28,74.23,10000,180000,11,7,1,1414,2,1,7,4,0,0,0,0
5697,0,330621,1,41,179.18,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5698,0,330621,1,43,10671.02,20000,80000,9,6,6,2063,18,1,1,1,1,544,16,2
5699,0,330682,1,26,1664.48,12000,10372.48,5,3,0,0,0,0,10,9,0,0,0,0
5700,0,330621,1,44,890.98,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
5701,0,330621,1,49,27888.22,20000,0,5,4,0,0,0,0,2,1,0,0,0,0
5702,0,330621,1,32,0.22,10000,0,10,8,7,763,6,1,0,0,0,0,0,0
5703,0,330602,1,42,942.74,5000,40621.93,5,4,3,6652,16,2,1,1,0,0,0,0
5704,0,330621,0,28,1155.98,15000,0,0,0,0,0,0,0,0,0,0,0,0,0
5705,0,330621,1,31,84.56,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
5706,0,330621,1,45,24.23,30000,0,2,2,1,0,3,2,0,0,0,0,0,0
5707,0,330621,1,35,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5708,0,330621,0,41,417617.73,20000,1000000,6,4,2,680,4,1,2,2,0,0,0,0
5709,0,330621,1,31,1237,20000,0,4,3,2,14591,10,2,1,1,1,380000,20,7
5710,0,330621,1,56,723.06,8000,0,3,2,0,0,0,0,1,1,0,0,0,0
5711,0,330621,1,37,0,10000,0,1,1,0,0,0,0,1,1,0,0,0,0
5712,0,330602,1,31,0,8000,0,1,1,0,0,0,0,0,0,0,0,0,0
5713,1,330621,1,41,4.41,3000,0,11,6,6,4526,11,3,0,0,0,0,0,0
5714,0,330621,0,25,7826.75,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
5715,0,330621,1,41,87.45,5000,0,8,6,1,0,1,1,1,1,0,0,0,0
5716,0,330621,1,36,37.17,15000,0,6,4,3,903,7,1,0,0,0,0,0,0
5717,0,330621,1,35,1533.59,8000,2686.69,6,4,3,7161,11,3,1,1,0,0,0,0
5718,0,330501,1,27,4790.68,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
5719,0,330621,0,23,2040.02,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
5720,0,330621,1,37,85.35,20000,0,8,5,0,0,0,0,2,2,0,0,0,0
5721,0,330621,1,23,0.01,3000,0,0,0,0,0,0,0,0,0,0,0,0,0
5722,0,330621,1,28,54946.36,12000,0,0,0,0,0,0,0,0,0,0,0,0,0
5723,0,330621,0,43,1008.56,20000,0,8,5,2,9689,4,1,1,1,0,0,0,0
5724,0,330621,1,26,0,10000,0,2,1,0,0,0,0,1,1,0,0,0,0
5725,0,341221,0,30,58.19,10000,0,2,1,0,0,0,0,1,1,0,0,0,0
